image_path,target
./image_data/preprocessing_images\X\X46.jpg,23.0
./image_data/preprocessing_images\A\A322.jpg,0.0
./image_data/preprocessing_images\C\C922.jpg,2.0
./image_data/preprocessing_images\G\G396.jpg,6.0
./image_data/preprocessing_images\R\R397.jpg,17.0
./image_data/preprocessing_images\R\R239.jpg,17.0
./image_data/preprocessing_images\S\S910.jpg,18.0
./image_data/preprocessing_images\N\N608.jpg,13.0
./image_data/preprocessing_images\L\L121.jpg,11.0
./image_data/preprocessing_images\O\O229.jpg,14.0
./image_data/preprocessing_images\Q\Q854.jpg,16.0
./image_data/preprocessing_images\H\H211.jpg,7.0
./image_data/preprocessing_images\N\N954.jpg,13.0
./image_data/preprocessing_images\space\space897.jpg,28.0
./image_data/preprocessing_images\W\W621.jpg,22.0
./image_data/preprocessing_images\space\space715.jpg,28.0
./image_data/preprocessing_images\N\N772.jpg,13.0
./image_data/preprocessing_images\S\S482.jpg,18.0
./image_data/preprocessing_images\F\F972.jpg,5.0
./image_data/preprocessing_images\F\F471.jpg,5.0
./image_data/preprocessing_images\W\W526.jpg,22.0
./image_data/preprocessing_images\K\K199.jpg,10.0
./image_data/preprocessing_images\I\I967.jpg,8.0
./image_data/preprocessing_images\G\G745.jpg,6.0
./image_data/preprocessing_images\A\A661.jpg,0.0
./image_data/preprocessing_images\X\X198.jpg,23.0
./image_data/preprocessing_images\T\T766.jpg,19.0
./image_data/preprocessing_images\G\G392.jpg,6.0
./image_data/preprocessing_images\R\R462.jpg,17.0
./image_data/preprocessing_images\F\F472.jpg,5.0
./image_data/preprocessing_images\Q\Q944.jpg,16.0
./image_data/preprocessing_images\T\T845.jpg,19.0
./image_data/preprocessing_images\W\W274.jpg,22.0
./image_data/preprocessing_images\H\H64.jpg,7.0
./image_data/preprocessing_images\E\E34.jpg,4.0
./image_data/preprocessing_images\I\I301.jpg,8.0
./image_data/preprocessing_images\P\P126.jpg,15.0
./image_data/preprocessing_images\E\E5.jpg,4.0
./image_data/preprocessing_images\A\A744.jpg,0.0
./image_data/preprocessing_images\Z\Z92.jpg,25.0
./image_data/preprocessing_images\M\M107.jpg,12.0
./image_data/preprocessing_images\I\I117.jpg,8.0
./image_data/preprocessing_images\L\L609.jpg,11.0
./image_data/preprocessing_images\A\A980.jpg,0.0
./image_data/preprocessing_images\K\K434.jpg,10.0
./image_data/preprocessing_images\S\S832.jpg,18.0
./image_data/preprocessing_images\E\E624.jpg,4.0
./image_data/preprocessing_images\C\C542.jpg,2.0
./image_data/preprocessing_images\W\W482.jpg,22.0
./image_data/preprocessing_images\M\M958.jpg,12.0
./image_data/preprocessing_images\nothing\nothing921.jpg,27.0
./image_data/preprocessing_images\T\T907.jpg,19.0
./image_data/preprocessing_images\S\S466.jpg,18.0
./image_data/preprocessing_images\I\I49.jpg,8.0
./image_data/preprocessing_images\U\U445.jpg,20.0
./image_data/preprocessing_images\N\N725.jpg,13.0
./image_data/preprocessing_images\C\C74.jpg,2.0
./image_data/preprocessing_images\K\K383.jpg,10.0
./image_data/preprocessing_images\Y\Y765.jpg,24.0
./image_data/preprocessing_images\J\J423.jpg,9.0
./image_data/preprocessing_images\U\U626.jpg,20.0
./image_data/preprocessing_images\V\V146.jpg,21.0
./image_data/preprocessing_images\S\S314.jpg,18.0
./image_data/preprocessing_images\B\B884.jpg,1.0
./image_data/preprocessing_images\nothing\nothing567.jpg,27.0
./image_data/preprocessing_images\W\W869.jpg,22.0
./image_data/preprocessing_images\I\I212.jpg,8.0
./image_data/preprocessing_images\Z\Z379.jpg,25.0
./image_data/preprocessing_images\Y\Y155.jpg,24.0
./image_data/preprocessing_images\Z\Z908.jpg,25.0
./image_data/preprocessing_images\T\T582.jpg,19.0
./image_data/preprocessing_images\L\L906.jpg,11.0
./image_data/preprocessing_images\Y\Y331.jpg,24.0
./image_data/preprocessing_images\N\N109.jpg,13.0
./image_data/preprocessing_images\A\A317.jpg,0.0
./image_data/preprocessing_images\G\G103.jpg,6.0
./image_data/preprocessing_images\T\T27.jpg,19.0
./image_data/preprocessing_images\P\P596.jpg,15.0
./image_data/preprocessing_images\D\D593.jpg,3.0
./image_data/preprocessing_images\C\C499.jpg,2.0
./image_data/preprocessing_images\K\K440.jpg,10.0
./image_data/preprocessing_images\M\M661.jpg,12.0
./image_data/preprocessing_images\Y\Y192.jpg,24.0
./image_data/preprocessing_images\H\H6.jpg,7.0
./image_data/preprocessing_images\E\E828.jpg,4.0
./image_data/preprocessing_images\S\S736.jpg,18.0
./image_data/preprocessing_images\P\P750.jpg,15.0
./image_data/preprocessing_images\Y\Y47.jpg,24.0
./image_data/preprocessing_images\X\X473.jpg,23.0
./image_data/preprocessing_images\M\M531.jpg,12.0
./image_data/preprocessing_images\H\H68.jpg,7.0
./image_data/preprocessing_images\A\A489.jpg,0.0
./image_data/preprocessing_images\L\L754.jpg,11.0
./image_data/preprocessing_images\P\P614.jpg,15.0
./image_data/preprocessing_images\F\F502.jpg,5.0
./image_data/preprocessing_images\V\V22.jpg,21.0
./image_data/preprocessing_images\R\R675.jpg,17.0
./image_data/preprocessing_images\T\T849.jpg,19.0
./image_data/preprocessing_images\Z\Z241.jpg,25.0
./image_data/preprocessing_images\R\R250.jpg,17.0
./image_data/preprocessing_images\N\N710.jpg,13.0
./image_data/preprocessing_images\W\W718.jpg,22.0
./image_data/preprocessing_images\M\M389.jpg,12.0
./image_data/preprocessing_images\Z\Z270.jpg,25.0
./image_data/preprocessing_images\S\S3.jpg,18.0
./image_data/preprocessing_images\F\F380.jpg,5.0
./image_data/preprocessing_images\H\H721.jpg,7.0
./image_data/preprocessing_images\G\G717.jpg,6.0
./image_data/preprocessing_images\L\L526.jpg,11.0
./image_data/preprocessing_images\I\I924.jpg,8.0
./image_data/preprocessing_images\V\V586.jpg,21.0
./image_data/preprocessing_images\H\H557.jpg,7.0
./image_data/preprocessing_images\O\O943.jpg,14.0
./image_data/preprocessing_images\W\W254.jpg,22.0
./image_data/preprocessing_images\W\W158.jpg,22.0
./image_data/preprocessing_images\R\R204.jpg,17.0
./image_data/preprocessing_images\C\C34.jpg,2.0
./image_data/preprocessing_images\P\P354.jpg,15.0
./image_data/preprocessing_images\B\B523.jpg,1.0
./image_data/preprocessing_images\Y\Y223.jpg,24.0
./image_data/preprocessing_images\X\X278.jpg,23.0
./image_data/preprocessing_images\F\F511.jpg,5.0
./image_data/preprocessing_images\N\N329.jpg,13.0
./image_data/preprocessing_images\X\X797.jpg,23.0
./image_data/preprocessing_images\A\A515.jpg,0.0
./image_data/preprocessing_images\space\space760.jpg,28.0
./image_data/preprocessing_images\L\L49.jpg,11.0
./image_data/preprocessing_images\I\I900.jpg,8.0
./image_data/preprocessing_images\V\V533.jpg,21.0
./image_data/preprocessing_images\H\H314.jpg,7.0
./image_data/preprocessing_images\Y\Y284.jpg,24.0
./image_data/preprocessing_images\V\V431.jpg,21.0
./image_data/preprocessing_images\P\P116.jpg,15.0
./image_data/preprocessing_images\N\N681.jpg,13.0
./image_data/preprocessing_images\D\D29.jpg,3.0
./image_data/preprocessing_images\T\T942.jpg,19.0
./image_data/preprocessing_images\E\E837.jpg,4.0
./image_data/preprocessing_images\Q\Q759.jpg,16.0
./image_data/preprocessing_images\J\J865.jpg,9.0
./image_data/preprocessing_images\R\R651.jpg,17.0
./image_data/preprocessing_images\Z\Z217.jpg,25.0
./image_data/preprocessing_images\G\G81.jpg,6.0
./image_data/preprocessing_images\R\R53.jpg,17.0
./image_data/preprocessing_images\space\space919.jpg,28.0
./image_data/preprocessing_images\B\B696.jpg,1.0
./image_data/preprocessing_images\X\X745.jpg,23.0
./image_data/preprocessing_images\P\P247.jpg,15.0
./image_data/preprocessing_images\F\F715.jpg,5.0
./image_data/preprocessing_images\del\del374.jpg,26.0
./image_data/preprocessing_images\M\M444.jpg,12.0
./image_data/preprocessing_images\nothing\nothing930.jpg,27.0
./image_data/preprocessing_images\E\E899.jpg,4.0
./image_data/preprocessing_images\D\D482.jpg,3.0
./image_data/preprocessing_images\R\R965.jpg,17.0
./image_data/preprocessing_images\K\K98.jpg,10.0
./image_data/preprocessing_images\K\K547.jpg,10.0
./image_data/preprocessing_images\K\K947.jpg,10.0
./image_data/preprocessing_images\W\W743.jpg,22.0
./image_data/preprocessing_images\V\V824.jpg,21.0
./image_data/preprocessing_images\space\space572.jpg,28.0
./image_data/preprocessing_images\N\N839.jpg,13.0
./image_data/preprocessing_images\O\O774.jpg,14.0
./image_data/preprocessing_images\Z\Z597.jpg,25.0
./image_data/preprocessing_images\O\O729.jpg,14.0
./image_data/preprocessing_images\Z\Z475.jpg,25.0
./image_data/preprocessing_images\K\K574.jpg,10.0
./image_data/preprocessing_images\C\C994.jpg,2.0
./image_data/preprocessing_images\space\space810.jpg,28.0
./image_data/preprocessing_images\M\M338.jpg,12.0
./image_data/preprocessing_images\S\S307.jpg,18.0
./image_data/preprocessing_images\Y\Y363.jpg,24.0
./image_data/preprocessing_images\N\N869.jpg,13.0
./image_data/preprocessing_images\T\T981.jpg,19.0
./image_data/preprocessing_images\F\F71.jpg,5.0
./image_data/preprocessing_images\space\space437.jpg,28.0
./image_data/preprocessing_images\Z\Z959.jpg,25.0
./image_data/preprocessing_images\Y\Y778.jpg,24.0
./image_data/preprocessing_images\del\del163.jpg,26.0
./image_data/preprocessing_images\O\O333.jpg,14.0
./image_data/preprocessing_images\nothing\nothing562.jpg,27.0
./image_data/preprocessing_images\Z\Z148.jpg,25.0
./image_data/preprocessing_images\M\M580.jpg,12.0
./image_data/preprocessing_images\W\W534.jpg,22.0
./image_data/preprocessing_images\Z\Z875.jpg,25.0
./image_data/preprocessing_images\L\L672.jpg,11.0
./image_data/preprocessing_images\nothing\nothing545.jpg,27.0
./image_data/preprocessing_images\M\M117.jpg,12.0
./image_data/preprocessing_images\N\N713.jpg,13.0
./image_data/preprocessing_images\F\F326.jpg,5.0
./image_data/preprocessing_images\nothing\nothing718.jpg,27.0
./image_data/preprocessing_images\Z\Z710.jpg,25.0
./image_data/preprocessing_images\O\O641.jpg,14.0
./image_data/preprocessing_images\B\B302.jpg,1.0
./image_data/preprocessing_images\Y\Y697.jpg,24.0
./image_data/preprocessing_images\del\del749.jpg,26.0
./image_data/preprocessing_images\T\T927.jpg,19.0
./image_data/preprocessing_images\H\H287.jpg,7.0
./image_data/preprocessing_images\nothing\nothing986.jpg,27.0
./image_data/preprocessing_images\O\O506.jpg,14.0
./image_data/preprocessing_images\W\W58.jpg,22.0
./image_data/preprocessing_images\V\V740.jpg,21.0
./image_data/preprocessing_images\B\B591.jpg,1.0
./image_data/preprocessing_images\A\A900.jpg,0.0
./image_data/preprocessing_images\L\L619.jpg,11.0
./image_data/preprocessing_images\I\I854.jpg,8.0
./image_data/preprocessing_images\R\R453.jpg,17.0
./image_data/preprocessing_images\del\del171.jpg,26.0
./image_data/preprocessing_images\N\N862.jpg,13.0
./image_data/preprocessing_images\S\S866.jpg,18.0
./image_data/preprocessing_images\A\A662.jpg,0.0
./image_data/preprocessing_images\M\M284.jpg,12.0
./image_data/preprocessing_images\F\F111.jpg,5.0
./image_data/preprocessing_images\N\N685.jpg,13.0
./image_data/preprocessing_images\X\X437.jpg,23.0
./image_data/preprocessing_images\W\W205.jpg,22.0
./image_data/preprocessing_images\G\G463.jpg,6.0
./image_data/preprocessing_images\V\V244.jpg,21.0
./image_data/preprocessing_images\U\U560.jpg,20.0
./image_data/preprocessing_images\T\T512.jpg,19.0
./image_data/preprocessing_images\I\I592.jpg,8.0
./image_data/preprocessing_images\K\K339.jpg,10.0
./image_data/preprocessing_images\nothing\nothing756.jpg,27.0
./image_data/preprocessing_images\W\W978.jpg,22.0
./image_data/preprocessing_images\V\V452.jpg,21.0
./image_data/preprocessing_images\K\K689.jpg,10.0
./image_data/preprocessing_images\J\J673.jpg,9.0
./image_data/preprocessing_images\F\F582.jpg,5.0
./image_data/preprocessing_images\F\F115.jpg,5.0
./image_data/preprocessing_images\P\P74.jpg,15.0
./image_data/preprocessing_images\N\N507.jpg,13.0
./image_data/preprocessing_images\C\C135.jpg,2.0
./image_data/preprocessing_images\B\B397.jpg,1.0
./image_data/preprocessing_images\D\D201.jpg,3.0
./image_data/preprocessing_images\X\X368.jpg,23.0
./image_data/preprocessing_images\nothing\nothing605.jpg,27.0
./image_data/preprocessing_images\nothing\nothing119.jpg,27.0
./image_data/preprocessing_images\F\F831.jpg,5.0
./image_data/preprocessing_images\C\C203.jpg,2.0
./image_data/preprocessing_images\del\del866.jpg,26.0
./image_data/preprocessing_images\C\C172.jpg,2.0
./image_data/preprocessing_images\A\A958.jpg,0.0
./image_data/preprocessing_images\Z\Z199.jpg,25.0
./image_data/preprocessing_images\K\K418.jpg,10.0
./image_data/preprocessing_images\X\X945.jpg,23.0
./image_data/preprocessing_images\I\I269.jpg,8.0
./image_data/preprocessing_images\P\P385.jpg,15.0
./image_data/preprocessing_images\L\L157.jpg,11.0
./image_data/preprocessing_images\W\W638.jpg,22.0
./image_data/preprocessing_images\O\O85.jpg,14.0
./image_data/preprocessing_images\J\J946.jpg,9.0
./image_data/preprocessing_images\U\U84.jpg,20.0
./image_data/preprocessing_images\space\space721.jpg,28.0
./image_data/preprocessing_images\G\G923.jpg,6.0
./image_data/preprocessing_images\X\X574.jpg,23.0
./image_data/preprocessing_images\N\N920.jpg,13.0
./image_data/preprocessing_images\T\T87.jpg,19.0
./image_data/preprocessing_images\nothing\nothing332.jpg,27.0
./image_data/preprocessing_images\del\del773.jpg,26.0
./image_data/preprocessing_images\W\W272.jpg,22.0
./image_data/preprocessing_images\U\U548.jpg,20.0
./image_data/preprocessing_images\F\F150.jpg,5.0
./image_data/preprocessing_images\del\del891.jpg,26.0
./image_data/preprocessing_images\X\X305.jpg,23.0
./image_data/preprocessing_images\N\N89.jpg,13.0
./image_data/preprocessing_images\del\del994.jpg,26.0
./image_data/preprocessing_images\U\U114.jpg,20.0
./image_data/preprocessing_images\I\I329.jpg,8.0
./image_data/preprocessing_images\J\J651.jpg,9.0
./image_data/preprocessing_images\V\V79.jpg,21.0
./image_data/preprocessing_images\F\F620.jpg,5.0
./image_data/preprocessing_images\D\D172.jpg,3.0
./image_data/preprocessing_images\S\S350.jpg,18.0
./image_data/preprocessing_images\del\del581.jpg,26.0
./image_data/preprocessing_images\del\del52.jpg,26.0
./image_data/preprocessing_images\Y\Y843.jpg,24.0
./image_data/preprocessing_images\W\W283.jpg,22.0
./image_data/preprocessing_images\U\U791.jpg,20.0
./image_data/preprocessing_images\P\P755.jpg,15.0
./image_data/preprocessing_images\del\del865.jpg,26.0
./image_data/preprocessing_images\R\R351.jpg,17.0
./image_data/preprocessing_images\F\F35.jpg,5.0
./image_data/preprocessing_images\H\H186.jpg,7.0
./image_data/preprocessing_images\L\L729.jpg,11.0
./image_data/preprocessing_images\L\L165.jpg,11.0
./image_data/preprocessing_images\P\P698.jpg,15.0
./image_data/preprocessing_images\O\O43.jpg,14.0
./image_data/preprocessing_images\J\J949.jpg,9.0
./image_data/preprocessing_images\L\L496.jpg,11.0
./image_data/preprocessing_images\R\R935.jpg,17.0
./image_data/preprocessing_images\nothing\nothing310.jpg,27.0
./image_data/preprocessing_images\C\C552.jpg,2.0
./image_data/preprocessing_images\I\I675.jpg,8.0
./image_data/preprocessing_images\H\H379.jpg,7.0
./image_data/preprocessing_images\M\M766.jpg,12.0
./image_data/preprocessing_images\T\T10.jpg,19.0
./image_data/preprocessing_images\Y\Y767.jpg,24.0
./image_data/preprocessing_images\V\V977.jpg,21.0
./image_data/preprocessing_images\M\M944.jpg,12.0
./image_data/preprocessing_images\Y\Y295.jpg,24.0
./image_data/preprocessing_images\R\R766.jpg,17.0
./image_data/preprocessing_images\E\E673.jpg,4.0
./image_data/preprocessing_images\A\A70.jpg,0.0
./image_data/preprocessing_images\J\J174.jpg,9.0
./image_data/preprocessing_images\N\N254.jpg,13.0
./image_data/preprocessing_images\X\X687.jpg,23.0
./image_data/preprocessing_images\D\D853.jpg,3.0
./image_data/preprocessing_images\S\S414.jpg,18.0
./image_data/preprocessing_images\V\V398.jpg,21.0
./image_data/preprocessing_images\G\G229.jpg,6.0
./image_data/preprocessing_images\nothing\nothing617.jpg,27.0
./image_data/preprocessing_images\D\D811.jpg,3.0
./image_data/preprocessing_images\N\N299.jpg,13.0
./image_data/preprocessing_images\space\space502.jpg,28.0
./image_data/preprocessing_images\V\V904.jpg,21.0
./image_data/preprocessing_images\L\L861.jpg,11.0
./image_data/preprocessing_images\C\C189.jpg,2.0
./image_data/preprocessing_images\U\U100.jpg,20.0
./image_data/preprocessing_images\del\del521.jpg,26.0
./image_data/preprocessing_images\M\M404.jpg,12.0
./image_data/preprocessing_images\L\L969.jpg,11.0
./image_data/preprocessing_images\A\A100.jpg,0.0
./image_data/preprocessing_images\B\B677.jpg,1.0
./image_data/preprocessing_images\U\U702.jpg,20.0
./image_data/preprocessing_images\U\U39.jpg,20.0
./image_data/preprocessing_images\C\C734.jpg,2.0
./image_data/preprocessing_images\M\M507.jpg,12.0
./image_data/preprocessing_images\N\N386.jpg,13.0
./image_data/preprocessing_images\J\J983.jpg,9.0
./image_data/preprocessing_images\N\N632.jpg,13.0
./image_data/preprocessing_images\J\J638.jpg,9.0
./image_data/preprocessing_images\I\I609.jpg,8.0
./image_data/preprocessing_images\P\P641.jpg,15.0
./image_data/preprocessing_images\nothing\nothing842.jpg,27.0
./image_data/preprocessing_images\N\N461.jpg,13.0
./image_data/preprocessing_images\P\P235.jpg,15.0
./image_data/preprocessing_images\F\F748.jpg,5.0
./image_data/preprocessing_images\O\O240.jpg,14.0
./image_data/preprocessing_images\L\L746.jpg,11.0
./image_data/preprocessing_images\X\X118.jpg,23.0
./image_data/preprocessing_images\M\M699.jpg,12.0
./image_data/preprocessing_images\T\T594.jpg,19.0
./image_data/preprocessing_images\B\B574.jpg,1.0
./image_data/preprocessing_images\nothing\nothing370.jpg,27.0
./image_data/preprocessing_images\I\I554.jpg,8.0
./image_data/preprocessing_images\D\D480.jpg,3.0
./image_data/preprocessing_images\K\K887.jpg,10.0
./image_data/preprocessing_images\J\J334.jpg,9.0
./image_data/preprocessing_images\nothing\nothing858.jpg,27.0
./image_data/preprocessing_images\E\E743.jpg,4.0
./image_data/preprocessing_images\P\P120.jpg,15.0
./image_data/preprocessing_images\J\J44.jpg,9.0
./image_data/preprocessing_images\Y\Y86.jpg,24.0
./image_data/preprocessing_images\G\G159.jpg,6.0
./image_data/preprocessing_images\M\M491.jpg,12.0
./image_data/preprocessing_images\K\K281.jpg,10.0
./image_data/preprocessing_images\S\S707.jpg,18.0
./image_data/preprocessing_images\S\S491.jpg,18.0
./image_data/preprocessing_images\del\del301.jpg,26.0
./image_data/preprocessing_images\X\X747.jpg,23.0
./image_data/preprocessing_images\A\A415.jpg,0.0
./image_data/preprocessing_images\Q\Q839.jpg,16.0
./image_data/preprocessing_images\Q\Q300.jpg,16.0
